MMSI,선박명,선종코드,IMO,호출부호,DimA,DimB,DimC,DimD,흘수,추정톤수
373911000,ONE MUNCHEN,70,9706750,3FIZ,141,225,17,34,6.5,169408
373928000,GENIUS STAR XI,70,9622710,3FGS3,106,18,16,6,7,6403
373932000,ONE HANGZHOU BAY,79,9566394,3FMK3,243,92,28,18,8.3,129905
373982000,SULFUR BRAVE,83,9857913,3FEK7,76,17,16,0,6.5,2484
374065000,SULFUR ADVANCE,83,9814105,HOOB,77,22,13,3,6.3,2996
374102000,HMM HAMBURG,71,9863338,3EWN5,131,269,20,41,11.8,221142
374158000,EVER FOCUS,70,9850537,H9DU,128,206,18,30,14.5,128745
374202000,ROYAL I,70,9347633,3FMX6,114,14,10,8,5.5,7043
374219000,HYUNDAI PRINCEPIA,84,9761841,3EYJ4,244,51,24,22,11.1,88707
374296000,PACIFIC PAM,70,9116682,3EGB2,165,25,16,16,7,23035
374333000,SM JEJU LNG2,84,9830757,3ESH2,70,27,8,14,5.9,2819
374334000,ZENITH GLORY,70,9832016,3EDY8,68,12,10,3,6.2,1581
374353000,COSMIC ACE,70,9779927,3EDH6,97,22,5,16,7,5659
374431000,SUNNY CLOVER,74,9748394,H3SY,120,17,7,18,7.1,8635
374466000,SEA JUNO,70,9460588,3FSB2,194,31,21,11,7.2,39358
374494000,GLOBAL HIGHWAY,70,9726695,3FUI8,24,175,30,8,9.3,26466
374534000,DE PU,70,9598907,3FOZ5,80,18,8,8,6,2907
374607000,MSC ARINA,79,9839284,H9BV,128,272,34,27,15,221142
374645000,MSC SVEVA,71,9708681,3ESP7,145,251,36,23,15,214574
374666000,SUN CROWN,80,9859856,HPGG,71,18,12,2,5.8,2177
374762000,LADY TUNA,90,9453418,3EQX2,99,22,10,7,5.3,5949
374766000,MSC CLARA,71,9708693,3FZW9,145,251,36,23,11.3,214574
374791000,V GALAXY,70,8680569,3EHM9,66,13,9,4,3.4,1522
374815000,ONE IBIS,70,9741384,3EYE,142,222,40,11,11.5,166646
374816000,HYUNDAI PEACEPIA,84,9761853,3EOW7,244,51,24,22,9.5,88707
374826000,HAOHENG 11,70,8744183,H9BF,97,23,11,6,5.7,5803
374830000,SEIN GRACE,70,8609979,3EFA6,99,25,9,9,6.3,6403
374858000,ONE AQUILA,70,9806043,H9LE,139,225,40,11,12.6,166646
374859000,MSC MAYA,71,9708679,3EZI,145,251,36,23,10.6,214574
374886000,MSC HAMBURG,70,9647461,3FYY8,163,236,19,35,11,219487
374901000,SM WHITE WHALE2,80,9854715,3FCV5,281,55,31,29,11.1,131071
374906000,SHIN FUJI,79,9140281,HPEF,74,26,13,3,5.3,3088
374965000,LUCKY ALICE,70,9801586,HP9537,88,12,9,7,5.6,3088
375237000,TOYAKO,70,9368106,J8B3293,63,18,7,7,5.7,1641
376635000,SALVAGE WORKER,52,9250024,J8B5672,24,45,14,2,5.4,1014
377482000,DRAGONIS                      ,70,7720714,J8B2811,126,25,8,14,9.6,11563
378112359,SERGE,99,0,ZJL9350,0,0,0,0,0,0
400000006,KIOST BUOY NO.2,37,0,KIOST,0,0,0,0,0,0
400800062,ROK GOV VESSEL,90,0,0,0,0,0,0,0,0
400800353,ROK GOV VESSEL,90,0,0,0,0,0,0,0,0
403529000,AMJAD,80,9779800,HZSH,277,56,28,32,11,127592
403533000,ASLAF,80,9779824,HZDJ,279,54,28,32,10.7,127592
403534000,RIMTHAN,80,9779836,HZDV,279,54,28,32,10.6,127592
403535000,SHADEN,80,9779848,HZDL,277,55,27,32,10.6,126446
403542000,RAYAH,80,9897743,HZJV,277,56,28,32,10.7,127592
412081630,SHENGTAI,70,9169304,BUNV,76,22,12,4,3.6,2907
412331046,LURONGYUANYU879,30,0,0,25,20,3,3,0,289
412331163,LURONGYUANYU268,30,0,BZTT4,20,20,4,4,0,203
412331208,FV.LUWEIYUANYUYUN777,90,0,BBIT7,85,21,3,13,6.4,3999
412333807,LUQINGYUANYU335,30,0,BZTZ5,27,20,5,5,0,329
412336878,LUQINGYUANYU118,30,0,00BZYO8,27,20,4,4,0,329
412336881,noname,30,0,BZYO4,27,20,4,4,0,329
412370360,KAN 407,90,8924795,BIAW,56,40,5,6,4.2,2732
412372740,HAO CHEN,52,9381160,BTKT,15,35,6,7,4,396
412410064,XINGWANG333,30,0,BZW1K,41,30,3,8,0,1105
412420892,XINSHIJI 157,30,0,BZ9VX,15,28,3,5,3.8,252
412421188,ZHOUYUANYU2606,30,0,BZUR4,20,27,4,4,0,329
412435461,OUYA17,30,9872298,BZUU3,45,20,4,6,0,848
412435469,OUYA18,30,9872303,BZUU4,45,20,6,4,2.5,848
412440656,FU YUAN YU YUN 688,70,0,BZUV8,70,30,8,7,0,3088
412440664,FU YUAN YU 7874,30,0,BZUL4,30,36,4,7,0,887
412440667,FU YUAN YU 7877,30,0,BZUZ7,30,36,4,7,0,887
412440669,FU YUAN YU 7891,30,0,BZUU,30,36,7,4,0,887
412440754,FU YUAN YU YUN 699,70,9887516,0,76,25,8,7,0,3460
412549501,FU YUAN YU YUN 878,30,9920930,BZW8Y,70,47,9,8,0,5378
412752610,BAO HONG 8,70,9533232,BOYJ3,88,22,10,6,6.6,4470
412764090,BAO HONG 9,70,9592678,BOWU6,95,15,12,5,4.4,4470
412953000,HENG YU,70,9158238,BTUV,116,11,15,6,6.9,6879
413021180,DE BO,98,9607667,BSHS,18,110,19,14,4.9,7043
413053000,XIN TIAN JIN,71,9234343,BPAQ,183,97,25,15,11,75851
413060000,XIN PU DONG,71,9270440,BPAP,187,92,20,20,13,75042
413131000,XIN YANG SHAN,71,9310020,BPBL,195,68,22,10,12.8,62857
413159000,XIN OU ZHOU,71,9337913,BPKB,247,88,28,15,14.4,129905
413161000,XIN YA ZHOU,71,9334935,BPKA,248,87,26,17,14.5,129905
413164965,XINGSHI001,52,0,0,10,90,15,15,0,3088
413173000,XIN DA YANG ZHOU,71,9337949,BPKE,247,88,25,18,11.5,129905
413210050,DA QING XIA,70,9451331,BOPQ,150,16,10,17,8.2,15362
413215160,ZHONG GU DONG HAI,70,9842322,BOAM7,132,39,7,20,7.2,16793
413218000,HUA HANG HAN YA 2,70,9879545,BOBQ2,121,4,15,6,4.6,6559
413219020,ZHONG WAI YUN NINGBO,70,9367956,BOAK2,121,24,11,11,6,10238
413228080,ZHONG GU DIZHONG HAI,71,9842360,BOEZ2,132,39,7,20,7.5,16793
413277380,HE HUI,70,9648702,BOPA9,99,21,12,6,5.1,5803
413298950,JIAN YANG HUA QING,70,929709600,BOTT6,107,12,5,15,6.8,5659
413307520,CHANG ZAN,70,9916111,BOVS2,107,15,15,4,5.8,6098
413334630,HUA HANG HAN YA 1,70,9879533,BOBO4,117,8,17,4,5,6559
413348920,XIN AO YUAN JING,70,9557563,BQCX,17,126,25,7,4.3,9820
413349820,QIAN KUN,70,9432165,BQDS,181,19,22,6,8.7,26867
413368050,XIN SI LU,70,9784831,BHYZ,17,128,19,13,4.9,10238
413375860,BO RUN XIAN FENG,70,9578139,BTJY,15,93,11,15,4.4,4230
413380750,ZHONG GU ZHU HAI,71,9810252,BQTL,150,30,10,22,6.4,19586
413380840,CHANG XIONG,70,9553361,BUWI,99,18,13,5,5.4,5378
413381240,JIANYANGCHENGHE,70,9813137,BKXT6,15,115,14,14,4.6,7378
413383270,LINGYUNHE,71,9223772,BOTT,136,44,17,11,7.7,19586
413387260,CHANGDA218,70,9569724,BPBG5,144,26,12,13,9,16500
413395850,CHANG YUE 1,70,9981087,BPDL2,11,130,7,21,4.5,9414
413398050,RUN ZHOU 6,70,9980370,BPDH7,12,141,14,26,5.9,12028
413419780,HAOTONG,90,0,0,0,0,0,0,0,0
413442760,HUA LE 6,70,9627459,BKUC5,95,20,10,8,4.2,5107
413446170,XIN FENG HAI 8,70,9656711,BLFH4,94,18,13,5,7.2,4718
413458310,HE CHEN,70,9407768,BKWD6,86,18,9,8,6,3777
413467210,AO HAI SHEN ZHOU,70,9623958,BYGA,25,115,19,13,5,9215
413471960,XING FU SONG,70,9608958,BOEI,160,20,12,15,8.5,19586
413497770,HUA HANG HAN YA 5,70,9984053,BPDY3,113,12,15,5,2,6559
413996000,REN JIAN 10,70,9326744,BVJX5,230,34,16,16,10.4,63577
414017000,XIANG RUI KOU,70,9483102,BOON,16,201,25,18,8,35307
414189000,REN JIAN 9,70,9252230,BVKE5,195,71,17,15,8.3,65033
414195000,REN JIAN 8,70,9326756,BVKQ5,195,69,19,13,8.5,63577
414240000,XIN BIN ZHOU,71,9185413,BVND5,194,17,17,15,10.8,32459
414261987,FIRST40-7,36,0,0,10,3,2,2,0,6
414293000,REN JIAN 17,70,9450923,BJWN,192,68,20,12,10,60731
414303000,TIAN XIANG HE,71,9300300,BOSM,205,74,24,16,11.5,75042
414333000,REN JIAN 19,70,9280809,BQOJ,192,68,24,8,8.4,60731
414334000,REN JIAN 20,70,9464699,BQOM,194,66,21,11,8.8,60731
414346000,REN JIAN 23,70,9389411,BQQI,193,68,9,23,9.8,61434
414362000,REN JIAN 25,70,9450935,BQQR,192,68,20,12,9.8,60731
414653000,HENG HUI 6,71,9287895,BQVX,222,72,16,16,8.4,87807
414654000,ZHONG GU JI NAN,70,9938872,BPBC7,190,38,16,24,6.6,40954
414672000,ZHONG GU FU ZHOU,70,9938901,BPCK9,192,36,15,25,14.3,40954
414676000,ZHONG GU HANG ZHOU,70,9938896,BPCR7,189,39,15,25,12.5,40954
414688000,ZHONG GU YIN CHUAN,70,9938913,BPDQ2,189,39,15,25,9.7,40954
414772000,SHI LONG LING,70,9712060,BPXF,154,26,12,17,6,19586
414793000,ZHONG GU SHEN YANG,70,9938925,BPEN7,180,48,17,23,13.6,40954
414821000,XIN YANG ZI 442,70,9938951,BPGH7,189,39,15,25,6.5,40954
416034000,EVER BEAMY,70,9787003,BKLK,167,45,24,9,10,32923
416254500,DAH MING NO.8,30,0,BL2155,50,27,5,6,0,1410
416468000,YM UNIFORMITY,74,9462691,BLHQ,243,90,13,29,13.1,127592
416482000,EVER LOGIC,74,9604081,BKIF,232,103,15,31,11.9,129905
416491000,YM ESSENCE,79,9496599,BLHO,196,63,15,22,12.4,60033
431027000,ONE THESEUS,70,9356701,7KIL,224,80,14,26,12.3,97076
431080000,ONE BLUE JAY,70,9741372,7KDP,142,222,40,11,12.5,166646
431082000,MIRACULOUS ACE,70,9293521,7KIZ,21,179,20,12,8.8,26867
431120000,ONE MANEUVER,70,9475648,7KJE,214,88,32,11,13.5,95172
431160000,DOKAI,52,9177193,JPEF,10,30,5,5,4.2,203
431241000,ONE MACKINAC,73,9689603,7JUR,141,225,33,18,12,169408
431260000,ONE MANHATTAN,73,9689615,7JVP,141,225,33,18,12.2,169408
431296000,MOL COURAGE,71,9321263,7JWH,227,89,31,15,10.4,109031
431315000,ONE COMPETENCE,71,9339662,7JWL,227,89,31,15,11.4,109031
431332000,ONE COMMITMENT,71,9629902,7JXG,227,89,31,15,7.8,109031
431608000,ENERGY PROGRESS,81,9274226,7KKU,233,56,32,17,9.8,83403
431655000,ONE COLUMBA,70,9806055,7KIX,142,222,40,11,14.6,166646
431710000,ONE ALTAIR,70,9468308,7KHW,243,90,28,18,10.8,127592
431787000,ONE TRIBUTE,71,9769295,7KMG,143,257,25,34,14.7,221142
431808000,ONE TRADITION,72,9769300,7KML,143,257,25,34,14.4,221142
431857000,SOUTHERN HIGHWAY,79,9338632,7KCN,15,173,21,7,7,22315
431929000,ONE MINATO,70,9805477,7KDF,142,223,33,18,8.5,168023
431981000,MADRID BRIDGE,70,9805453,7KBO,142,223,33,18,10.1,168023
431989000,MEISHAN BRIDGE,70,9805465,7KCA,142,223,33,18,4.8,168023
432629000,GEORGIA HIGHWAY,70,933982000,7JCV,30,170,6,26,7.4,26867
432633000,MICHIGAN HIGHWAY,70,9339832,7JCW,23,176,22,10,7.8,26466
432716000,BISHU HIGHWAY,70,9409340,7JFK,40,159,22,10,7,26466
432930000,ATHENS HIGHWAY,70,9443073,7JPL,20,180,24,8,9.2,26867
440000000,noname,70,0,0,0,0,0,0,0,0
440000120,NAM KYUNG 1 HO,52,0,922298,8,19,4,3,0,59
440000132,CHO SEUK 2,70,0,302,8,14,2,2,0,31
440000193,EUN HO,52,0,886630,6,17,2,3,0,36
440000208,noname,90,0,0,0,0,0,0,0,0
440000290,TAE HWA 3,90,0,DSAA,4,19,2,3,0,36
440000330,SIN GWANG HO,80,0,0,0,0,0,0,0,0
440000350,DONG BU HO,90,0,0,0,0,0,0,0,0
440000357,P67,90,0,0,0,0,0,0,0,0
440000376,KCG126,90,0,0,0,0,0,0,0,0
440000390,72 SU MI HO,32,0,881532,18,9,3,4,2.5,59
440000463,TAE HWA12HO,90,0,0,0,0,0,0,0,0
440000464,TAE HWA22HO,33,0,SSD,72,12,15,15,0,1830
440000480,MIN SENG HO,30,0,0,0,0,0,0,0,0
440000760,ANDREW,36,0,ANDREW,6,5,2,2,0,3
440000910,TAE HWA31 HO,90,0,990192,26,12,6,3,0,174
440001010,303JANGDEKHO,90,0,0,0,0,0,0,0,0
440001020,302 SUNG SIN HO,52,0,D9CG,8,18,4,4,3.2,52
440001060,307 HAN CHANG,30,0,307,32,10,4,4,4,235
440001070,131,90,0,0,0,0,0,0,0,0
440001110,JUPITER,52,0,0,0,0,0,0,0,0
440001234,POS 20000,90,0,123507,80,10,18,18,3,2251
440001250,502 SUNG SHIN,31,0,D9HV,8,24,3,2,0,104
440001260,33 SIN HEUNG,52,0,638021,10,18,4,4,4,65
440001290,NO 1 HYUN JUN HO,90,24215,942384,6,20,3,3,0,52
440001330,YONG SEOK 6HO,52,0,800301,10,11,15,15,2.5,27
440001490,GM6HO,90,0,0,0,0,0,0,0,0
440001650,207 DONG SUNG HO,52,0,962050,12,18,3,4,0,81
440001710,KCGP127,90,0,0,0,0,0,0,0,0
440001850,CHANG YOUNG5,52,0,0,0,0,0,0,0,0
440001860,DONGIL HO,80,0,023176,20,11,3,4,3.6,94
440001890,103DONG JIN HO,90,0,0,28,2,2,3,0,81
440001900,GUWONHO,52,0,795971,24,2,4,3,0,0
440002010,2000 TAE SUNG,52,0,990079,25,4,5,0,0,0
440002030,TAE HWA 21,90,0,0,0,0,0,0,0,0
440002070,SUN YEONG,80,0,210031,11,4,10,4,0,0
440002240,YONGMUN,52,0,973266,16,2,3,2.5,0,0
440002620,KOREA COAST GUARDP09,90,0,0,0,0,0,0,0,0
440002680,JANGMOK1,90,0,101JANG,14,8,2,1.6,0,0
440002690,HY BUSAN,80,0,210043,10,2,8,3,0,0
440003000,DAE SUNG 103,52,9784609,DSPD,25,4,4,3,0,0
440003210,HAWWON N0.1,52,0,0,0,0,0,0,0,0
440003280,GYEONGNAM BADA,90,0,SSD,0,0,0,0,0,0
440003660,ZENITH ORION,70,8921339,078835,24,11,4,3.8,0,0
440003700,GOLDMARINE 21,52,0,301,20,4,4,3,0,0
440003990,109YOOJEONG,30,0,0,9,4,2,0,27,0
440004440,DU T2,36,8915940,DSBL3,31,4,6,4.5,0,0
440005000,YUNG CHANG T-1,52,9777125,150023,18,5,5,4.5,0,0
440005070,NO.206 KEUM SUNG,30,0,391,15,4,5,5,0,0
440005090,KANG NAM 5005,70,0,150038,10,20,10,0,0,0
440005200,SONG YANG NO.1,80,9770153,200009,21,4,8,4.4,0,0
440005250,501HYESEUNG,30,0,305 H S,18,4,5,3.5,0,0
440005560,201CHANGNAM,90,0,0,15,2,4,0,0,0
440005670,JANGSEUNGPO HO,60,0,300,6,2,1,0,6,0
440005700,ZIRCON,80,9745627,190027,14,4,4,3.5,0,0
440005710,noname,31,0,0,5,2,2,0,24,0
440005780,noname,37,0,0,0,0,0,0,0,0
440005840,YEONOSEO,30,0,SSD,23,1,5,1.8,0,0
440006060,AN SUNG 201,32,0,062974,19,5,5,3.5,0,0
440006210,NEW SUN HO,83,902247,121NS,0,0,0,0,0,0
440006240,YEONG  WONHO,90,0,0,0,0,0,0,0,0
440006300,DONG MYEONG-17,32,0,634026,15,2,5,3.5,0,0
440006510,128 DAEJIN,30,0,338,13,4,4,0,0,0
440006820,ST-35,52,0,932033,15,6,3,3.8,0,0
440006970,97 KYUNG NAM,90,0,0,0,0,0,0,0,0
440006980,HYEONDAE JUBEIL HO,90,0,0,0,0,0,0,0,0
440006990,UL SAN 705,90,0,0,0,0,0,0,0,0
440007000,JS JIANGYIN,80,9796028,DSMA9,20,8,10,4.3,0,0
440007010,HAE CHUNG,90,0,D8BQ,15,3,4,0,0,0
440007070,noname,90,0,0,0,0,0,0,0,0
440007080,P53,90,0,0,0,0,0,0,0,0
440007170,101 TONG YOUNG,31,0,0,49,5,4,3,0,0
440007200,DAEDONG1,90,0,810287,11,3,2,0,27,0
440007370,PARADISE,60,9087336,601,0,0,0,2,0,0
440007770,CHUN BU 1 HO,52,0,044517,15,3,3,0,0,0
440008040,SIN SUN DAE,90,0,0,0,0,0,0,0,0
440008100,M/V YUJIN,90,9207156,D7YJ,15,5,7,3.8,0,0
440008150,MYEONG SUNG 1,52,0,960717,14,3,4,2.8,0,0
440008660,PILOT JAWOLHO,50,0,0000000,8,8,10,0,17,0
440008670,DONGIN9,90,0,0,0,0,0,0,0,0
440009000,HYUNDAI DRIVE,70,9637246,D7DV,220,15,33,13,0,0
440009060,BUM WOO HO,31,0,0,0,0,0,0,0,0
440009260,HONG JINHO,80,0,092615,15,4,4,3.1,0,0
440009300,A SAN,52,0,962127,18,4,8,3.8,0,0
440009400,YURIM3HO,52,8516457,D9MP,10,5,5,0,0,0
440009450,NO.88 KEUMCHANG,90,0,600,30,3,3,0,0,0
440009810,OCEAN CONCORD 2,70,9318656,160022,16,8,12,8,0,0
440009840,NO.9 MIN SUNG,80,90441,090441,10,4,4,2.5,0,0
440009900,KANG NAM-T5,32,0,0,0,0,0,0,0,0
440010010,NAMHAERO HO,33,0,150029,17,2,3,2.5,0,0
440010020,O SUNG,80,9296652,150040,20,6,6,4.2,0,0
440010060,SUNG SHIN 9001,70,0,017028,5,12,13,0,0,0
440010100,8YOOJIN,90,0,308,22,3,3,0,0,0
440010110,3 SUNYEONG,80,210020000,210020,17,6,6,5.4,0,0
440010210,88 JAE YEONG,32,123,882321,6,3,3,0,0,0
440010290,GWANGSEONG,30,0,0,18,3,4,0,0,0
440010390,SIN HEUNG HO,30,0,0,0,0,0,0,0,0
440010400,78 IM SU,30,0,0,0,0,0,0,0,0
440010600,NO.1 HONG HYE,30,0,301,25,3,4,0,0,0
440010640,BUYOUNG3HO,90,0,0,0,0,0,0,0,0
440010910,TAE CHUON HO,90,0,912757,9,3,2,0,17,0
440011000,DAEWON,82,9197143,DSMA7,28,7,15,9.4,0,0
440011050,HANYU PIONEER,80,9352169,150035,22,8,5,6.7,0,0
440011270,CHEONGYONGHO,90,0,0,0,0,0,0,0,0
440011600,33 CHANG NAM,30,0,0,6,5,3,0.3,0,0
440011630,ST4500,52,0,104549,15,5,5,4.5,0,0
440011810,509 YU IL HO,90,0,0,0,0,0,0,0,0
440011970,KUMYONG 2200,90,0,0,0,0,0,0,0,0
440012520,102-CHUNG_RYONG,90,0,0,0,0,0,0,0,0
440012830,2008 CHUL YOUNG HO,54,0,688,100,40,30,0,0,0
440013030,ST-33HO,52,0,333ST,18,3,6,4,0,0
440013100,HANVIT,90,9235933,DSFF8,27,2,8,4,0,0
440013330,PILOT.TAEJONGDAE,90,0,SSD,8,3,3,0,6,0
440013750,HYE SEONG HO,90,0,0,0,0,0,0,0,0
440013890,707 HAE GWANG,90,0,0,0,0,0,0,0,0
440014010,901KYEONGHAD,90,0,0,22,5,5,0,0,0
440014020,DEOK  SIN,90,0,0,5,3,3,0,10,0
440014590,noname,30,0,300,5,2,2,0,8,0
440014620,KOREX 5001,70,0,0,5,2,16,0,0,0
440014660,37 SHIN HEUNG,52,0,150054,14,4,5,2.8,0,0
440014870,MS CLEAN,80,9275880,224814,21,11,5,5.6,27,0
440014910,CHANG YONG 1HO,80,9459888,220023,13,9,3,0,0,0
440014930,GYEONGNAMCHEONGJEONG,90,0,0,0,0,0,0,0,0
440015140,JE 2015 SAM GUANG,90,0,0,0,0,0,0,0,0
440015230,noname,30,0,0,0,0,0,0,0,0
440015480,201EOSAHO,90,0,301,23,3,3,0,0,0
440015571,SY TEST,90,0,0,0,0,0,0,0,0
440015700,7YUIL,90,0,0,0,0,0,0,0,0
440015820,DONG YOUNG,30,0,0,15,3,3,0,0,0
440015930,2018 CHEON EUN,30,0,301,0,0,0,0,0,0
440016070,YOUNGJINHO,90,0,0,0,0,0,0,0,0
440016100,103 DONG JOO,30,0,501,16,3,3,0,0,0
440016190,TAEKYUNG RHEA,80,9297230,901TAER,19,7,6,6.5,0,0
440016380,SUSEONG3,70,9285964,040491,0,0,7,6.4,0,0
440016540,SAMHO T-9,52,9618434,DSQZ7,23,4,6,3,0,0
440016770,ULSAN TAEHWA,99,9917505,1238USS,70,6,7,3.8,0,0
440017000,HESED,70,9511741,D7HE,11,9,4,3.2,0,0
440017020,MAN MUL,90,0,0,0,0,0,0,0,0
440017050,JE 107 KYUNG HAE,30,0,307,11,6,4,5,0,0
440017100,NA RO,80,9786310,180018,10,6,3,3.6,0,0
440017180,HANKOOK.NO.1,32,0,101159,18,4,5,4,0,0
440017240,FOUR SEASON,30,0,0,0,0,0,0,0,0
440017330,NEW STAR,90,0,101,14,2,3,0,27,0
440017350,KSI 2,90,0,600,3,1,1,0.3,1,0
440017580,YEON SU HO,30,0,0,0,0,0,0,0,0
440017900,900 KYEONG HAE,30,0,SSD,0,0,0,0,0,0
440018090,JANGSOOHO,80,0,220030,11,4,4,5,0,0
440018300,287HYESEUNG,30,0,0,21,3,4,2.5,0,0
440018400,NO.13 DONGHWA,80,0,193507,7,3,2,2.5,0,0
440018500,HYOP SUNG NO.61,52,0,361,15,5,5,0,0,0
440018520,WHA YANG HO,90,0,0,0,0,0,0,0,0
440018600,SEONG MIN,90,0,0,0,0,0,0,0,0
440018750,noname,51,0,0,0,0,0,0,0,0
440018780,NO.6 JIN MYOUNG,70,9119218,150070,22,3,10,6.3,0,0
440018800,T-02,90,0,0,0,0,0,0,0,0
440019260,7MOKLYUN,90,0,307,11,3,3,0,0,0
440019280,206 DAE JIN,30,0,339,18,3,3,0,0,0
440019400,JE103 MYEONGJEONG,30,0,SSD,20,3,3,1.5,0,0
440020140,SUNG BOK HO,30,0,0,0,0,0,0,0,0
440020220,68 SE HAN,80,0,0,9,2,2,3.6,0,0
440020550,T-07,52,0,0,20,6,3,3,0,0
440020630,DAE DONG HO,53,0,130076,6,12,6,0,0,0
440020810,P-108,90,0,101P108,30,3,3,0,0,0
440020830,SHIN KWANG,70,0,106140,10,6,8,5.3,0,0
440021290,noname,90,0,101,6,3,4,0,0,0
440021360,noname,30,0,0,0,0,0,0,0,0
440021790,noname,30,0,106,15,2,3,0,24,0
440022000,SM QINGDAO,70,9395939,D7CL,68,16,16,9,0,0
440022260,T J  1,31,0,0,0,0,0,0,0,0
440022310,GUILHO,53,0,300,10,2,1,1,5,0
440022430,OKJINHO,90,0,0,0,0,0,0,0,0
440022960,MARINE STAR,52,0,151820,23,13,16,4.4,0,0
440023940,85WOOYANG,90,0,348WY,3,0,0,0,0,0
440024000,WOO JIN,80,9922653,D7CQ,25,4,14,6.9,0,0
440024420,M/V MORNING CALM,70,9133472,DSFU9,28,12,7,8,0,0
440025310,NAVER,30,0,0,0,0,0,0,0,0
440025730,WOLRD 5HO,90,0,0,0,0,0,0,0,0
440025820,noname,30,0,0,0,0,0,0,0,0
440025980,noname,30,0,0,0,0,0,0,0,0
440026000,SJ GLORY,70,9415868,DSFA,0,0,0,3.7,0,0
440027070,P-109,90,0,0,17,4,3,2.5,0,0
440027690,noname,30,0,121,5,2,2,0,6,0
440028000,GISANG NO.1,37,9588550,DSRA8,50,4,4,4.3,0,0
440028050,YEONGU 1HO,90,0,162826,39,2,7,3.1,0,0
440028180,noname,20,0,081561,10,2,2,0,8,0
440028270,HYOP SUNG NO21,52,0,391,15,5,5,3,0,0
440028280,noname,30,0,0,7,2,2,0,10,0
440028570,TAE UN,90,0,600,17,3,3,0,0,0
440028880,noname,99,0,0,0,0,0,0,0,0
440029220,GENESIS HO,30,0,0,0,0,0,0,0,0
440029580,77KEOYANGHO,90,0,0,0,0,0,0,0,0
440029780,21 DAE YANG,99,0,0,0,0,0,0,0,0
440030000,LURONGYU66668,70,9601601,DSRA9,27,6,16,6.9,0,0
440030030,3 DAEJUNG,30,0,300,16,3,2,0,0,0
440030360,502YEONCHANG,30,0,350YC,8,4,5,4.2,0,0
440030790,noname,70,0,0,0,0,0,0,0,0
440030820,NO.7 YONGSUNG,52,9948619,0,20,3,5,2.5,0,0
440030880,DAEJIN 8006,31,0,0.170004,30,5,5,6.1,0,0
440030990,NO.2 SANGHOON,80,0,080957,8,4,4,0,0,0
440031030,SEONKYEONG2HO,90,0,0,0,0,0,0,0,0
440031270,WOO SUNG 2000HO,52,0,160072,20,4,4,3.6,0,0
440031540,BAEKKYEONGHO,90,0,0,0,0,0,0,0,0
440031550,SUNJIN202HO,52,0,1251SUN,25,4,6,0,0,0
440031780,SINJEONG3HO,80,170002,170002,6,4,4,0,0,0
440032370,B200,52,0,300B,3,10,8,0,0,0
440032840,KANG NAM 8001,32,0,040997,70,18,6,3,0,0
440033010,noname,30,0,0,0,0,0,0,0,0
440033020,MYEONGINBANG,37,0,0,0,0,0,0,0,0
440033820,PS TRUST,70,0,300,15,6,7,4,0,0
440033890,CHO KWANG NO.601,52,0,1260,20,5,5,0,0,0
440034140,GAESUNG,90,0,0,0,0,0,0,0,0
440034350,HA JUN T 1,52,0,0,0,0,0,0,0,0
440034480,SEONBOK HO,90,0,0,0,0,0,0,0,0
440034690,noname,80,0,0,0,0,0,0,0,0
440034810,noname,30,0,0,0,0,0,0,0,0
440035420,SIN HAN,80,0,224820,10,7,3,3.9,0,0
440036020,GYEONG SEONG HO,80,9923607,210036,0,0,0,5.8,0,0
440036760,NEW MARINE,70,0,0,0,0,0,0,0,0
440037110,505 SAM IL,70,0,166204,21,4,4,6,0,0
440037280,TAEYANGHO,30,0,471,8,2,2,0,14,0
440038020,CHANGSEONG8HO,32,0,0,0,0,0,0,0,0
440038160,2017 EUNSEK,90,0,0,0,0,0,0,0,0
440038350,VITAMIN ONE,90,0,0,0,0,0,0,0,0
440038520,HANJIN3008,70,9159983,081431,0,0,0,6.2,0,0
440038740,NO8WOOJINHO,81,0,212838,13,5,4,0,0,0
440038890,BATTLE,30,0,0,0,0,0,0,0,0
440039790,WOO.KYUNG.HO,30,0,0000999,16,2,4,0,0,0
440041000,MIRAERO,33,9422017,DSRB3,60,12,3,4.4,0,0
440041240,203 DAE JIN,30,0,359,20,3,4,4,0,0
440041370,NARSHA 21,32,0,980315,9,2,2,0,20,0
440041550,MYOUNG CHEON HO,30,0,0,0,0,0,0,0,0
440041890,SD 10001HO,99,0,0,0,0,0,0,0,0
440042130,WOO SUNG HO,80,9877987,192827,0,0,0,6,0,0
440042650,21DONG YANG HO,80,0,631,12,3,5,0,0,0
440043000,SJ  HONOR,70,9390202,DSRB4,13,10,4,3.4,0,0
440043150,SNL 2006,31,8922589,500SNL,18,3,3,4.8,0,0
440043260,JAICO 57,30,0,390,20,3,3,0.2,0,0
440043440,K GAS,80,9622722,300KGAS,14,3,9,5.1,0,0
440043840,JAICO 55,30,0,391,20,3,3,0,0,0
440043980,106YEONGJIN,90,0,0,0,0,0,0,0,0
440044190,DAE AA HO,90,0,0,0,0,0,0,0,0
440044750,HEONG TONG HO,30,0,0,0,0,0,0,0,0
440044760,GEON RYONG,80,0,170014,15,3,5,0,0,0
440044920,BU KWANG NO1,80,8998368,190026,12,4,6,5.3,0,0
